業種,施設名称,施設所在地,緯度,経度
住宅宿泊事業,ー,大阪府大阪市北区本庄西３－１２－３　ＶＩＴＡ　ＹＯＤＯ　２０１,34.71627591,135.5045193
住宅宿泊事業,ー,大阪府大阪市北区本庄西３－１２－３　ＶＩＴＡ　ＹＯＤＯ　２０２,34.71627591,135.5045193
住宅宿泊事業,ー,大阪府大阪市北区本庄西３－１２－３　ＶＩＴＡ　ＹＯＤＯ　２０３,34.71627591,135.5045193
住宅宿泊事業,ー,大阪府大阪市北区本庄西３－１２－３　ＶＩＴＡ　ＹＯＤＯ　３０１,34.71627591,135.5045193
特区民泊,Ｈａｔａｎａｋａ　Ｈｏｕｓｅ,大阪府大阪市北区本庄東１丁目１１番８号畑中ハイツ２０１号室,34.71169423,135.5088516
特区民泊,ＲＹＯＫＯＨＥＹＡ天六館,大阪府大阪市北区本庄東１丁目１４番２号,34.71101546,135.5084761
特区民泊,吉來居,大阪府大阪市北区本庄東１丁目１４番３号,34.71103073,135.5085256
特区民泊,旅籠ｎｅａｒ,大阪府大阪市北区本庄東１丁目１４番３号,34.71103073,135.5085256
特区民泊,ＲＹＯＫＯＨＥＹＡ天長館,大阪府大阪市北区本庄東１丁目１４番４号,34.71099323,135.5083095
特区民泊,ＳＵＺＵＹＡ　ＨＯＵＳＥ,大阪府大阪市北区本庄東１丁目１４番４号,34.71099323,135.5083095
特区民泊,大阪梅田縁住家,大阪府大阪市北区本庄東１丁目１５番２号１、２階,34.71132523,135.5085173
特区民泊,初心之屋１号館,大阪府大阪市北区本庄東１丁目１５番４号,34.7112824,135.5082359
特区民泊,初心之屋　１６号館,大阪府大阪市北区本庄東１丁目１６番１号,34.71154632,135.5086408
特区民泊,初心之屋　１９号館,大阪府大阪市北区本庄東１丁目１６番１号,34.71154632,135.5086408
特区民泊,初心之屋　６号館,大阪府大阪市北区本庄東１丁目１６番２号,34.71151278,135.5084971
特区民泊,米御・北月居,大阪府大阪市北区本庄東１丁目１６番２号,34.71151278,135.5084971
特区民泊,米御・北月居,大阪府大阪市北区本庄東１丁目１６番２号,34.71151278,135.5084971
特区民泊,ゲストハウステンロクはなれ,大阪府大阪市北区本庄東１丁目１７番４号,34.71167649,135.5082957
旅館業,ＧＯＭＡ　ＨＡＲＵｇｕｅｓｔ　ｈｏｕｓｅ,大阪府大阪市北区本庄東１丁目１８番１８号,34.71218141,135.5085245
特区民泊,ＫＩＴＡ　ＨＯＵＳＥ,大阪府大阪市北区本庄東１丁目１８番６号ベルハイツⅡ　３０１号室,34.71189916,135.5080431
特区民泊,本庄東ベルハイツⅡ,大阪府大阪市北区本庄東１丁目１８番６号本庄東ベルハイツⅡ　３Ｆ,34.71189916,135.5080431
旅館業,Ｇｕｅｓｔ　ｈｏｕｓｅ　ＨＡＲＵ,大阪府大阪市北区本庄東１丁目１９番６号,34.71206926,135.5076116
旅館業,Ｇｕｅｓｔ　Ｈｏｕｓｅ　ＨＡＲＵ,大阪府大阪市北区本庄東１丁目１９番６号,34.71206926,135.5076116
特区民泊,Ｇｕｅｓｔ　Ｈｏｕｓｅ　本庄東,大阪府大阪市北区本庄東１丁目１番１５号,34.71110392,135.5092446
特区民泊,鶴ＩＮＮ－天神橋,大阪府大阪市北区本庄東１丁目１番１５号,34.71110392,135.5092446
特区民泊,Ｓｏｕｖｅｎｉｒ　天神橋,大阪府大阪市北区本庄東１丁目１番１５号,34.71110392,135.5092446
特区民泊,Ｒａｉｎｂｏｗ　Ｈｏｕｓｅ,大阪府大阪市北区本庄東１丁目２０番１６号ハイツ天六２０１号室,34.71192849,135.507599
特区民泊,ＭＡＧＵＲＯ　ＨＯＵＳＥ,大阪府大阪市北区本庄東１丁目２２番１８号,34.71135659,135.5077354
旅館業,ゲストハウス　テンロク,大阪府大阪市北区本庄東１丁目３番１号,34.7116758,135.5096633
特区民泊,民泊　文月,大阪府大阪市北区本庄東１丁目６番４号,34.71195714,135.5101627
特区民泊,米御・北?,大阪府大阪市北区本庄東２丁目１１番２号,34.71314799,135.5074068
特区民泊,康康の家,大阪府大阪市北区本庄東２丁目１１番７号　１階,34.71353518,135.507121
特区民泊,タスワンスペースＥＦＢ,大阪府大阪市北区本庄東２丁目１番２３号エターナルファイブビル　３Ｆ，４Ｆ,34.71285116,135.5105079
特区民泊,ＴａｓｏｎｅＵｒｂａｎＳｔａｙＯｓａｋａ　梅田北　ＥＦＢ２Ｆ,大阪府大阪市北区本庄東２丁目１番２３号エターナルファイブビル２Ｆ,34.71285116,135.5105079
特区民泊,ＫＩＲＩＮ　ＨＯＳＴＥＬ　ＵＭＥＤＡ,大阪府大阪市北区本庄東２丁目２番２４号301・302・401・402・501・502・601・602・801・802・901・902・1101・1102号室,34.71460539,135.5104644
特区民泊,星辰・梅田　１００１,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　１００１号室,34.71460539,135.5104644
特区民泊,星辰・梅田　１００２,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　１００２号室,34.71460539,135.5104644
特区民泊,星辰・梅田　１１０１,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　１１０１号室,34.71460539,135.5104644
特区民泊,星辰・梅田　１１０２,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　１１０２号室,34.71460539,135.5104644
特区民泊,星辰・梅田　３０２,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　３０２号室,34.71460539,135.5104644
特区民泊,星辰・梅田　５０１,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　５０１号室,34.71460539,135.5104644
特区民泊,星辰・梅田　５０２,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　５０２号室,34.71460539,135.5104644
特区民泊,星辰・梅田　７０１,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　７０１号室,34.71460539,135.5104644
特区民泊,星辰・梅田　７０２,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　７０２号室,34.71460539,135.5104644
特区民泊,星辰・梅田　８０２,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　８０２号室,34.71460539,135.5104644
特区民泊,星辰・梅田９０２,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル　９０２号室,34.71460539,135.5104644
特区民泊,星辰・梅田,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル７０２・１００１・１００２号室,34.71460539,135.5104644
特区民泊,星辰・梅田８０１,大阪府大阪市北区本庄東２丁目２番２４号キリン梅田ビル８０１号室,34.71460539,135.5104644
特区民泊,ＩＢＵＮＯＹＡ　天六,大阪府大阪市北区本庄東２丁目３番２３号テイワビル　２０１号室,34.71427189,135.5077508
特区民泊,夢見月　大阪　Ｙｕｍｅｍｉｔｓｕｋｉ　Ｏｓａｋａ,大阪府大阪市北区本庄東２丁目３番２３号テイワビル　６０１,34.71427189,135.5077508
特区民泊,彩の宿　３０１,大阪府大阪市北区本庄東２丁目３番２３号テイワビル３０１,34.71427189,135.5077508
特区民泊,Ｈｉｄｅｏｕｔ　６　Ｔｅｎ－ｒｏｋｕ,大阪府大阪市北区本庄東２丁目３番２３号テイワビル４階　４０１号室,34.71427189,135.5077508
特区民泊,ＥＩＧＨＴ　ＯＮＥ,大阪府大阪市北区本庄東２丁目５番１１号メゾンドゥレイナⅡ（203、206、208、303、306、307、402、405、502、505、508、602、603、702）,34.71244704,135.5077839
特区民泊,Ｒｅｃｉｅ　ＴＥＮＲＯＫＵ,大阪府大阪市北区本庄東２丁目５番３０号,34.7127141,135.5086873
特区民泊,御宿　天神,大阪府大阪市北区本庄東２丁目５番３０号Ｓ．Ｅ．Ｎ．Ｓ　ＴＥＮＲＯＫＵ　１０１号,34.7127141,135.5086873
特区民泊,Ｖｉｖａ　Ｔｅｎｒｏｋｕ,大阪府大阪市北区本庄東２丁目５番３０号Ｓ．Ｅ．Ｎ．Ｓ　ＴＥＮＲＯＫＵ２０３号,34.7127141,135.5086873
特区民泊,ＥＨ－ＭＩＮＡＭＩＭＯＲＩＭＡＣＨＩ　１７,大阪府大阪市北区末広町１番１４号ＥＨ－ＭＩＮＡＭＩＭＯＲＩＭＡＣＨＩ　１７　５階・６階・７階・８階,34.70002737,135.5097
旅館業,イビスバジェット大阪梅田,大阪府大阪市北区万歳町３番２５号,34.70533718,135.5036996
住宅宿泊事業,ー,大阪府大阪市北区野崎町１－２６豊ビル４Ｆ,34.70143969,135.5082088
旅館業,粛郷,大阪府大阪市北区与力町２番８号,34.69994993,135.5128333
特区民泊,匠の宿　（梅田）,大阪府大阪市北区与力町４番２２号アビアン中山　２０１．３０１．４０１号,34.70112835,135.5137472
住宅宿泊事業,ー,大阪府大阪市北区浪花町１０－１２天神橋クイーン３０１,34.70848858,135.5105089
特区民泊,天神橋クイーン,大阪府大阪市北区浪花町１０番１２号ＺＥＵＳ天神橋クイーン２０２号室,34.70848858,135.5105089
特区民泊,Ｂｏｗｉｅ　Ｓｔａｙ　Ｏｓａｋａ（暴威）,大阪府大阪市北区浪花町１０番１２号ゼウス天神橋クイーン　５０１号室,34.70848858,135.5105089
特区民泊,Ｚ　アパートメント,大阪府大阪市北区浪花町１０番１２号天神橋クイーン　３０１,34.70848858,135.5105089
特区民泊,天神橋クイーン,大阪府大阪市北区浪花町１０番１２号天神橋クイーン　４０２号,34.70848858,135.5105089
特区民泊,ｏｒａｎｇｅｈｏｍｅ　ＴＥＮＲＯＫＵ　,大阪府大阪市北区浪花町１０番１２号天神橋クイーン４０１,34.70848858,135.5105089
特区民泊,Ｍｉｏ　Ａｐａｒｔｍｅｎｔ　Ｔｅｎｊｉｎｂａｓｈｉ,大阪府大阪市北区浪花町１０番１２号天神橋クイーン６０１号室,34.70848858,135.5105089
特区民泊,ＩＢＵＮＯＹＡ　天満,大阪府大阪市北区浪花町１番１５号ハーベスト天満　４０３号室,34.7064744,135.5100478
特区民泊,ＦＬ　ＨＯＵＳＥ　浪花町,大阪府大阪市北区浪花町２番１７号,34.70687013,135.5099575
特区民泊,ヴィラ天満,大阪府大阪市北区浪花町２番７号ヴィラ天満２０２・２０３・２０５・２０６・３０１・３０３・５０１,34.70652251,135.5099613
特区民泊,民泊コクウ,大阪府大阪市北区浪花町６番１３号,34.70780368,135.5101151
特区民泊,ビビンハウス浪花町,大阪府大阪市北区浪花町８番５号,34.70790667,135.5101553
特区民泊,ＤＷＥＬＬＡＳＡＮＯ,大阪府大阪市都島区御幸町２丁目１番１５号ＤＷＥＬＬＡＳＡＮＯ　１０２号室,34.71514133,135.5337999
特区民泊,ＥＩＳＹＯＵ　ＨＯＵＳＥ　ＴＡＫＡＫＵＲＡ,大阪府大阪市都島区高倉町２丁目９番９号,34.71745928,135.532098
特区民泊,大西の家（ＤＡ　ＸＩ　ＨＯＵＳＥ）,大阪府大阪市都島区高倉町３丁目１５番１５号,34.72094296,135.5318952
特区民泊,ＪＡＰＡＫＵ　ＨＡＮＡＲＥ＠Ｍｉｙａｋｏｊｉｍａ,大阪府大阪市都島区高倉町３丁目２番１５号,34.71801475,135.5327001
住宅宿泊事業,ー,大阪府大阪市都島区善源寺町１－１０－２,34.71155786,135.5240751
特区民泊,薪之宿　都島リバーサイド,大阪府大阪市都島区善源寺町１丁目１０番２号,34.71155786,135.5240751
特区民泊,Ｍ　ｈｏｕｓｅ　－ｍｉｙａｋｏｊｉｍａ－,大阪府大阪市都島区善源寺町１丁目５番２１号,34.7111427,135.5252539
特区民泊,ＵＲＢＡＮ　ＲＥＴＲＥＡＴ　ＯＳＡＫＡ　ＭＩＹＡＫＯＪＩＭＡ,大阪府大阪市都島区善源寺町１丁目６番１４号１～３階,34.71091923,135.524443
特区民泊,ＴＨＥ　ＳＥＮＳＥ　ＭＩＹＡＫＯＪＩＭＡ,大阪府大阪市都島区善源寺町２丁目３番２２号ＴＨＥ　ＳＥＮＳＥ　ＭＩＹＡＫＯＪＩＭＡ　５０２号室　７０２号室,34.71127838,135.5275471
特区民泊,ＴＲＩＡＮＧＬＥ,大阪府大阪市都島区大東町１丁目１２番２４号,34.72307079,135.530723
特区民泊,有春家,大阪府大阪市都島区大東町１丁目７番２８号有春家　１階・２階・３階,34.7228431,135.5293208
特区民泊,ＶＩＰｖｉｌｌａｇｅ　Ｏｓａｋａ,大阪府大阪市都島区大東町２丁目１３番１９号,34.72422976,135.5278008
特区民泊,ＯＮＩＧＡＳＨＩＭＡⅡ,大阪府大阪市都島区大東町２丁目５番２３号,34.72384739,135.5283252
特区民泊,ＯＮＩＧＡＳＨＩＭＡ,大阪府大阪市都島区大東町２丁目５番２４号１階,34.72378439,135.5282428
旅館業,宿福,大阪府大阪市都島区大東町３丁目４番９号,34.72671448,135.5281871
旅館業,ＴＯＷＥＲＳ　ＨＯＴＥＬ,大阪府大阪市都島区中野町１丁目１２番１８号,34.70136574,135.5235618
旅館業,もしもしピエロＮＥＯ,大阪府大阪市都島区中野町１丁目１３番２４号,34.70075766,135.5245407
旅館業,ルナ　モダン,大阪府大阪市都島区中野町１丁目１３番２８号,34.70061464,135.5242389
旅館業,ホテル　ルナデミエル,大阪府大阪市都島区中野町１丁目１３番４号,34.70088212,135.5239481
特区民泊,桜之宮ホテル,大阪府大阪市都島区中野町１丁目４番１９号,34.69827512,135.5253307
旅館業,ホテル　ＮＯＡＨ　ＲＥＳＯＲＴ　桜ノ宮,大阪府大阪市都島区中野町１丁目７番１２号,34.69959683,135.525155
旅館業,東横ＩＮＮ京橋桜ノ宮,大阪府大阪市都島区中野町１丁目８番１６号,34.70057512,135.5246528
旅館業,ホテル　ＮＯＡＨ・ＧＲＡＮＤＥ　桜ノ宮,大阪府大阪市都島区中野町１丁目９番１９号,34.70006283,135.5243678
旅館業,ホテル　キングダム,大阪府大阪市都島区中野町１丁目９番２４号,34.69967785,135.5245463
住宅宿泊事業,ー,大阪府大阪市都島区中野町２－９－１０シャルム都島１０４,34.70071506,135.5261165
住宅宿泊事業,ー,大阪府大阪市都島区中野町２－９－１０シャルム都島２０６,34.70071506,135.5261165
住宅宿泊事業,ー,大阪府大阪市都島区中野町２－９－１０シャルム都島３０３,34.70071506,135.5261165
住宅宿泊事業,ー,大阪府大阪市都島区中野町２－９－１０シャルム都島４０５,34.70071506,135.5261165
住宅宿泊事業,ー,大阪府大阪市都島区中野町２－９－１０シャルム都島５０１,34.70071506,135.5261165
旅館業,そごう旅館,大阪府大阪市都島区中野町２丁目１番８号,34.69868749,135.5261091
旅館業,プラザ２１,大阪府大阪市都島区中野町２丁目６番１３号,34.70003106,135.5270629
住宅宿泊事業,ー,大阪府大阪市都島区中野町３－１３－７さくらマンション１０２,34.70451299,135.5238158
住宅宿泊事業,ー,大阪府大阪市都島区中野町３－１３－７さくらマンション１０３,34.70451299,135.5238158
住宅宿泊事業,ー,大阪府大阪市都島区中野町３－１３－７さくらマンション１０５,34.70451299,135.5238158
住宅宿泊事業,ー,大阪府大阪市都島区中野町３－１３－７さくらマンション２０１,34.70451299,135.5238158
住宅宿泊事業,ー,大阪府大阪市都島区中野町３－１３－７さくらマンション２０２,34.70451299,135.5238158
住宅宿泊事業,ー,大阪府大阪市都島区中野町３－３－２ハイツＳａｋｕｒａ２０１,34.70185406,135.5254657
住宅宿泊事業,ー,大阪府大阪市都島区中野町３－３－２ハイツＳａｋｕｒａ２０３,34.70185406,135.5254657
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－１１－６中上ハイツ１０２,34.70391253,135.5227809
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－１１－６中上ハイツ２０１,34.70391253,135.5227809
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－１１－６中上ハイツ２０２,34.70391253,135.5227809
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－１２－１４,34.70375539,135.5226882
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－１６－１３,34.70448795,135.5213432
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－２－１２　丸一マンションー５０１,34.70233631,135.5233222
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－２－１２丸一マンション１０２,34.70233631,135.5233222
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－２－１２丸一マンション４０６,34.70233631,135.5233222
住宅宿泊事業,ー,大阪府大阪市都島区中野町４－２－１２丸一マンション５０２,34.70233631,135.5233222
旅館業,ＨＯＴＥＬ　コスモポリタン,大阪府大阪市都島区中野町４丁目１番１８号,34.7020968,135.5231662
旅館業,ザ　ホテル,大阪府大阪市都島区中野町４丁目１番１８号,34.7020968,135.5231662
旅館業,桜ガーデンホテル,大阪府大阪市都島区中野町４丁目１番２３号,34.70163694,135.5233945
住宅宿泊事業,ー,大阪府大阪市都島区中野町５－４－１０ラピス桜ノ宮３０１,34.70528097,135.5227019
旅館業,大阪リバーサイドホテル,大阪府大阪市都島区中野町５丁目１２番３０号,34.70589664,135.5200408
特区民泊,Ｓａｋｕｒａ　ａｐａｒｔｍｅｎｔ,大阪府大阪市都島区中野町５丁目４番１０号ラピス桜ノ宮　２０６号,34.70528097,135.5227019
特区民泊,ラピス桜ノ宮,大阪府大阪市都島区中野町５丁目４番１０号ラピス桜ノ宮　３階　３０１号,34.70528097,135.5227019
特区民泊,Ｌｅｆｃｏ　ｈｏｕｓｅ,大阪府大阪市都島区中野町５丁目６番９号,34.70563054,135.5214334
特区民泊,寛居―都島,大阪府大阪市都島区中野町５丁目８番１２号,34.70613914,135.5228235
特区民泊,住舎都島中野５,大阪府大阪市都島区中野町５丁目８番１５号,34.70593633,135.5229381
特区民泊,金柑桜宮,大阪府大阪市都島区中野町５丁目８番１６号,34.70582979,135.5229627
特区民泊,典宿・ＦＵＪＩＹＡ,大阪府大阪市都島区中野町５丁目８番１９号,34.70559837,135.5230016
特区民泊,桜　（ｓａｋｕｒａ）,大阪府大阪市都島区中野町５丁目８番１９号,34.70559837,135.5230016
旅館業,ＲＡＫＵ　ＨＯＳＴＥＬ　ＯＳＡＫＡ,大阪府大阪市都島区中野町５丁目８番２０号,34.70548085,135.5230262
旅館業,ＲＡＫＵ　ＨＯＳＴＥＬ　ＯＳＡＫＡ,大阪府大阪市都島区中野町５丁目８番２０号１階,34.70548085,135.5230262
特区民泊,半園,大阪府大阪市都島区中野町５丁目８番２８号,34.70534967,135.522836
住宅宿泊事業,ー,大阪府大阪市都島区都島中通２－２－２７,34.7027871,135.5322364
特区民泊,なないろホテル大阪,大阪府大阪市都島区都島中通２丁目１０番８号,34.70430829,135.5308893
特区民泊,ＦｉｓｈＢａｓｅ都島,大阪府大阪市都島区都島中通２丁目２０番１６号,34.70486924,135.5317448
特区民泊,ＭＩＹＡＫＯＪＩＭＡＨＯＵＳＥ,大阪府大阪市都島区都島中通２丁目２番１２号,34.70284751,135.5332591
特区民泊,ＩＢＵＮＯＹＡ　京橋,大阪府大阪市都島区都島中通２丁目７番９号,34.70355155,135.5326782
特区民泊,結月の家　ＹＵＴＳＵＫＩ　ＨＯＵＳＥ,大阪府大阪市都島区都島中通３丁目１４番１３号,34.70514103,135.535886
特区民泊,ＧＯＥＭＯＮ,大阪府大阪市都島区都島南通１丁目１０番２号,34.70464293,135.5258941
旅館業,松乃家,大阪府大阪市都島区都島南通１丁目１２番４号,34.70459646,135.5264029
特区民泊,ＡＺシャレード京橋,大阪府大阪市都島区都島南通２丁目５番２４号シャレード京橋３０２．３０３．３０６．４０２．４０３．４０５,34.70094213,135.5343744
特区民泊,蕪村　Ｂｕｓｏｎ,大阪府大阪市都島区都島北通１丁目８番２１号島田ビル　２～３階,34.70951646,135.5283366
特区民泊,都島閑庭　Ｍｉｙａｋｏｊｉｍａ　ｃｏｕｒｔ,大阪府大阪市都島区都島北通２丁目１４番１７号,34.71027803,135.5331123
旅館業,くずのは旅館,大阪府大阪市都島区都島本通１丁目４番１３号,34.70893538,135.52283
特区民泊,光,大阪府大阪市都島区都島本通３丁目１２番２３号,34.70703357,135.5301002
特区民泊,Ｓａｋｕｒａ　Ｓｔｒｅｅｔ　Ｉｎｎ　Ｍｉｙａｋｏｊｉｍａ,大阪府大阪市都島区都島本通３丁目１８番４号サニータウンニッシン　３０３，３０８,34.70747187,135.5267018
特区民泊,Ｃｏｚｙ　Ｓｔａｙ　Ｍｉｙａｋｏｊｉｍａ　３０１．３０２,大阪府大阪市都島区都島本通３丁目１８番４号サニータウンニッシン３０１・３０２,34.70747187,135.5267018
特区民泊,Ｏｓａｋａ　Ｃａｓｔｌｅ　Ｍｉｙａｋｏｊｉｍａ　３０６．３０７．３１０,大阪府大阪市都島区都島本通３丁目１８番４号サニータウンニッシン３０６・３０７・３１０号室,34.70747187,135.5267018
特区民泊,Ｈｉｄｅａｗａｙ　Ｍｉｙａｋｏｊｉｍａ,大阪府大阪市都島区都島本通３丁目１８番４号サニータウンニッシン３１１号,34.70747187,135.5267018
旅館業,ｐｌａｚａ　ｉｎ　ｍｉｙａｋｏｊｉｍａ　ｈｏｔｅｌ,大阪府大阪市都島区都島本通３丁目２７番１０号,34.70875715,135.5285713
特区民泊,ＫＡＫＯ,大阪府大阪市都島区都島本通４丁目４番９号,34.70693246,135.533923
特区民泊,都島屋,大阪府大阪市都島区都島本通５丁目１０番１号,34.70711083,135.5356663
特区民泊,京王ビル,大阪府大阪市都島区東野田町１丁目１２番５号京王ビル　２０２，２０５，３０５，４０２，５０５,34.69650662,135.5283078
特区民泊,ＨＡＮＡ京橋,大阪府大阪市都島区東野田町１丁目２１番３号ＨＡＮＡ京橋２・３・４階,34.69753285,135.5284331
旅館業,ホテル京阪京橋グランデ,大阪府大阪市都島区東野田町２丁目１番３８号,34.69701996,135.53278
住宅宿泊事業,ー,大阪府大阪市都島区東野田町３－１２－９京橋プルトンビル９０１,34.69890638,135.5349191
住宅宿泊事業,ー,大阪府大阪市都島区東野田町３－１２－９京橋プルトンビル９０２,34.69890638,135.5349191
住宅宿泊事業,ー,大阪府大阪市都島区東野田町３－１２－９京橋プルトンビル９０８,34.69890638,135.5349191
住宅宿泊事業,ー,大阪府大阪市都島区東野田町３－１２－９京橋プルトンビル９０９,34.69890638,135.5349191
旅館業,Ｈｅｌｌｏ　Ｊａｐａｎ　Ｈｏｕｓｅ,大阪府大阪市都島区東野田町３丁目１２番１８号,34.69872736,135.5353291
旅館業,賃貸ＮＡＶＩホステル　４０１、４０５,大阪府大阪市都島区東野田町３丁目１２番９号京橋プルトンビル　４０１、４０５号室,34.69890638,135.5349191
旅館業,賃貸ＮＡＶＩホステル４０４,大阪府大阪市都島区東野田町３丁目１２番９号京橋プルトンビル　４０４号室,34.69890638,135.5349191
旅館業,賃貸ＮＡＶＩホステル４０６,大阪府大阪市都島区東野田町３丁目１２番９号京橋プルトンビル　４０６号室,34.69890638,135.5349191
旅館業,賃貸ＮＡＶＩホステル４０８,大阪府大阪市都島区東野田町３丁目１２番９号京橋プルトンビル　４０８号室,34.69890638,135.5349191
特区民泊,ワイズ京橋,大阪府大阪市都島区東野田町３丁目１３番７号１，２階,34.6988512,135.5356318
特区民泊,ＴＡＫＥＴＯ　ＳＴＡＹ　ＯＳＡＫＡＪＯ,大阪府大阪市都島区東野田町３丁目１番２２号カーサ京橋２～８階,34.69707908,135.5352013
旅館業,ＴＡＫＥＴＯ　ＳＴＡＹ　ＯＳＡＫＡＪＯ,大阪府大阪市都島区東野田町３丁目１番２２号カーサ京橋９階,34.69707908,135.5352013
旅館業,ホテル　富貴,大阪府大阪市都島区東野田町３丁目７番１１号,34.69857307,135.5353551
旅館業,Ｋ３　ＨＯＴＥＬ＋,大阪府大阪市都島区東野田町３丁目７番１７号,34.69838323,135.5354012
旅館業,ホテル千扇,大阪府大阪市都島区東野田町３丁目７番４号,34.69832971,135.5347752
旅館業,旅館　まがら,大阪府大阪市都島区東野田町３丁目８番５号,34.69846515,135.5345375
旅館業,ホテル　ベラージュⅠ,大阪府大阪市都島区東野田町４丁目１０番１２号,34.69887869,135.531918
旅館業,ホテル　ベラージュⅡ,大阪府大阪市都島区東野田町４丁目１０番１３号,34.698886,135.5318056
旅館業,ホテル　ソーラプチソーラ,大阪府大阪市都島区東野田町４丁目１０番１４号,34.6988901,135.5317363
旅館業,ホテル　ソーラ,大阪府大阪市都島区東野田町４丁目１０番１６号,34.69890259,135.5315777
旅館業,ルームイン舞,大阪府大阪市都島区東野田町４丁目１０番７号,34.69910974,135.5317077
旅館業,ホテルガルフ,大阪府大阪市都島区東野田町４丁目１１番１１号,34.69938089,135.5319256
旅館業,ホテル　ディアプレス,大阪府大阪市都島区東野田町４丁目１１番１５号,34.69915304,135.5319422
旅館業,ホテル　フィオーレ,大阪府大阪市都島区東野田町４丁目１１番１６号,34.69917103,135.531714
旅館業,ホテル　マジェスティ,大阪府大阪市都島区東野田町４丁目１１番１７号,34.69918054,135.531585
旅館業,ホテル京阪,大阪府大阪市都島区東野田町４丁目１１番１号,34.69923499,135.5313484
旅館業,ホテル　フィオーレ２０１０,大阪府大阪市都島区東野田町４丁目１１番６号,34.69941944,135.5315495
特区民泊,大阪京橋民泊　Ｖｉｌｌａ　ＨＡＹＡＢＵＳＡ大阪城北,大阪府大阪市都島区東野田町４丁目１２番１０号サントーレ東野田３０５、３０６,34.69933327,135.532439
旅館業,ＨＯＴＥＬ　ＨＡＳＵ,大阪府大阪市都島区東野田町４丁目１２番１号,34.69886907,135.5321643
旅館業,ホテル　ベルシャトウ,大阪府大阪市都島区東野田町４丁目１２番２６号,34.69885913,135.5322895
旅館業,ホテル　ベルシャトウ,大阪府大阪市都島区東野田町４丁目１２番２６号,34.69885913,135.5322895
旅館業,ホテル　レディシー,大阪府大阪市都島区東野田町４丁目１２番６号,34.69914003,135.5322964
旅館業,マルチステイ大阪京橋,大阪府大阪市都島区東野田町４丁目１３番２４号京橋第２アップライゼ　２０２号、３０１号、３０２号,34.69942511,135.5322899
旅館業,ホテル　カレン２００１　Ｋｅｉｈａｎ,大阪府大阪市都島区東野田町４丁目１４番１２号,34.69959261,135.5319284
旅館業,ホテル　カレンエステレーラ,大阪府大阪市都島区東野田町４丁目１４番１２号,34.69959261,135.5319284
旅館業,ホテル　レイモンド,大阪府大阪市都島区東野田町４丁目１４番１７号,34.69946712,135.5316022
旅館業,ホテル　フルフル,大阪府大阪市都島区東野田町４丁目１４番１９号,34.69945647,135.5317632
旅館業,ホテル　王将,大阪府大阪市都島区東野田町４丁目１４番７号,34.69996618,135.5315272
特区民泊,凱風,大阪府大阪市都島区東野田町４丁目２０番１０号,34.70114343,135.5297192
特区民泊,Ｏ’ｓ　Ａｐａｒｔｍｅｎｔ　Ｈｏｔｅｌ　ｉｎ　Ｋｙｏｂａｓｈｉ,大阪府大阪市都島区東野田町４丁目３番１１号,34.69846669,135.527906
旅館業,ホテルトレンド京橋駅前,大阪府大阪市都島区東野田町４丁目７番１８号,34.69839486,135.5311202
旅館業,松屋,大阪府大阪市都島区東野田町４丁目８番１１号,34.69875328,135.5319078
旅館業,ＨＯＴＥＬ　ＤＩＯ,大阪府大阪市都島区東野田町４丁目８番１７号,34.69844178,135.5315256
旅館業,ホテル　シャレード,大阪府大阪市都島区東野田町４丁目８番７号,34.69882991,135.5315398
旅館業,ホテル　ＬＥＧＡ,大阪府大阪市都島区東野田町４丁目８番７号,34.69882991,135.5315398
住宅宿泊事業,ー,大阪府大阪市都島区東野田町５－６－７,34.70010273,135.5343716
特区民泊,広　Ｈｉｒｏ　京橋,大阪府大阪市都島区東野田町５丁目１３番１３号,34.70070247,135.5364656
特区民泊,京橋宿,大阪府大阪市都島区東野田町５丁目１４番２号,34.70136458,135.5351893
特区民泊,Ｅｖａ’ｓ　ｈｏｕｓｅ,大阪府大阪市都島区東野田町５丁目１５番２４号,34.70178604,135.5360048
特区民泊,京橋レトロステイ,大阪府大阪市都島区東野田町５丁目１５番２４号,34.70178604,135.5360048
